Image,Species,Behavior,Shade,Plant,Part,Location,Iguana_and_tortoise_present
SANTA FE 1001/2023-11-04 15-40-15 M 1_3_crop1.JPG,Iguana,Foraging,Shade,Woody,Trunk,Ground,False
SANTA FE 1001/2023-11-04 15-41-15 M 2_3_crop1.JPG,SKIPPED,SKIPPED,SKIPPED,SKIPPED,SKIPPED,SKIPPED,SKIPPED
SANTA FE 1001/2023-11-04 15-42-15 M 3_3_crop1.JPG,SKIPPED,SKIPPED,SKIPPED,SKIPPED,SKIPPED,SKIPPED,SKIPPED
SANTA FE 1001/2023-11-04 15-55-31 M 1_3_crop1.JPG,Iguana,Territorial_displaying,Sunlight,Grass,NA,Ground,False
SANTA FE 1001/2023-11-05 08-35-38 M 1_3_crop1.JPG,SKIPPED,SKIPPED,SKIPPED,SKIPPED,SKIPPED,SKIPPED,SKIPPED
SANTA FE 1001/2023-11-05 16-23-02 M 2_3_crop1.JPG,SKIPPED,SKIPPED,SKIPPED,SKIPPED,SKIPPED,SKIPPED,SKIPPED
SANTA FE 1001/2023-11-06 13-52-40 M 2_3_crop1.JPG,SKIPPED,SKIPPED,SKIPPED,SKIPPED,SKIPPED,SKIPPED,SKIPPED
SANTA FE 1001/2023-11-06 14-32-25 M 2_3_crop1.JPG,SKIPPED,SKIPPED,SKIPPED,SKIPPED,SKIPPED,SKIPPED,SKIPPED
SANTA FE 1001/2023-11-07 11-48-03 M 3_3_crop1.JPG,Tortoise,Foraging,Shade,Woody,Trunk,Ground,False
SANTA FE 1001/2023-11-08 09-46-25 M 1_3_crop1.JPG,Iguana,Foraging,Shade,Grass,NA,Ground,False
SANTA FE 1001/2023-11-08 09-47-25 M 2_3_crop1.JPG,SKIPPED,SKIPPED,SKIPPED,SKIPPED,SKIPPED,SKIPPED,SKIPPED
SANTA FE 1001/2023-11-08 10-34-51 M 1_3_crop1.JPG,SKIPPED,SKIPPED,SKIPPED,SKIPPED,SKIPPED,SKIPPED,SKIPPED
SANTA FE 1001/2023-11-08 10-35-51 M 2_3_crop1.JPG,SKIPPED,SKIPPED,SKIPPED,SKIPPED,SKIPPED,SKIPPED,SKIPPED
SANTA FE 1001/2023-11-08 10-52-57 M 1_3_crop1.JPG,SKIPPED,SKIPPED,SKIPPED,SKIPPED,SKIPPED,SKIPPED,SKIPPED
SANTA FE 1001/2023-11-08 10-54-57 M 3_3_crop1.JPG,SKIPPED,SKIPPED,SKIPPED,SKIPPED,SKIPPED,SKIPPED,SKIPPED
SANTA FE 1001/2023-11-08 12-58-56 M 1_3_crop1.JPG,SKIPPED,SKIPPED,SKIPPED,SKIPPED,SKIPPED,SKIPPED,SKIPPED
SANTA FE 1001/2023-11-08 12-58-56 M 1_3_crop2.JPG,SKIPPED,SKIPPED,SKIPPED,SKIPPED,SKIPPED,SKIPPED,SKIPPED
SANTA FE 1001/2023-11-08 12-59-56 M 2_3_crop1.JPG,SKIPPED,SKIPPED,SKIPPED,SKIPPED,SKIPPED,SKIPPED,SKIPPED
SANTA FE 1001/2023-11-08 13-00-56 M 3_3_crop1.JPG,SKIPPED,SKIPPED,SKIPPED,SKIPPED,SKIPPED,SKIPPED,SKIPPED
SANTA FE 1001/2023-11-08 13-11-54 M 1_3_crop1.JPG,SKIPPED,SKIPPED,SKIPPED,SKIPPED,SKIPPED,SKIPPED,SKIPPED
SANTA FE 1001/2023-11-08 13-12-54 M 2_3_crop1.JPG,SKIPPED,SKIPPED,SKIPPED,SKIPPED,SKIPPED,SKIPPED,SKIPPED
SANTA FE 1001/2023-11-08 13-12-54 M 2_3_crop2.JPG,SKIPPED,SKIPPED,SKIPPED,SKIPPED,SKIPPED,SKIPPED,SKIPPED
SANTA FE 1001/2023-11-08 13-13-54 M 3_3_crop1.JPG,SKIPPED,SKIPPED,SKIPPED,SKIPPED,SKIPPED,SKIPPED,SKIPPED
SANTA FE 1001/2023-11-08 13-13-54 M 3_3_crop2.JPG,SKIPPED,SKIPPED,SKIPPED,SKIPPED,SKIPPED,SKIPPED,SKIPPED
SANTA FE 1001/2023-11-08 13-25-58 M 1_3_crop1.JPG,SKIPPED,SKIPPED,SKIPPED,SKIPPED,SKIPPED,SKIPPED,SKIPPED
SANTA FE 1001/2023-11-08 13-25-58 M 1_3_crop2.JPG,SKIPPED,SKIPPED,SKIPPED,SKIPPED,SKIPPED,SKIPPED,SKIPPED
SANTA FE 1001/2023-11-08 13-26-58 M 2_3_crop1.JPG,SKIPPED,SKIPPED,SKIPPED,SKIPPED,SKIPPED,SKIPPED,SKIPPED
SANTA FE 1001/2023-11-08 13-27-58 M 3_3_crop1.JPG,SKIPPED,SKIPPED,SKIPPED,SKIPPED,SKIPPED,SKIPPED,SKIPPED
SANTA FE 1001/2023-11-08 13-39-48 M 1_3_crop1.JPG,SKIPPED,SKIPPED,SKIPPED,SKIPPED,SKIPPED,SKIPPED,SKIPPED
SANTA FE 1001/2023-11-08 13-40-48 M 2_3_crop1.JPG,SKIPPED,SKIPPED,SKIPPED,SKIPPED,SKIPPED,SKIPPED,SKIPPED
SANTA FE 1001/2023-11-08 13-41-48 M 3_3_crop1.JPG,SKIPPED,SKIPPED,SKIPPED,SKIPPED,SKIPPED,SKIPPED,SKIPPED
SANTA FE 1001/2023-11-08 14-03-38 M 3_3_crop1.JPG,SKIPPED,SKIPPED,SKIPPED,SKIPPED,SKIPPED,SKIPPED,SKIPPED
SANTA FE 1001/2023-11-08 14-46-45 M 1_3_crop1.JPG,SKIPPED,SKIPPED,SKIPPED,SKIPPED,SKIPPED,SKIPPED,SKIPPED
SANTA FE 1001/2023-11-08 15-57-34 M 1_3_crop1.JPG,Iguana,Foraging,Shade,Grass,NA,Ground,False
SANTA FE 1001/2023-11-08 15-58-34 M 2_3_crop1.JPG,SKIPPED,SKIPPED,SKIPPED,SKIPPED,SKIPPED,SKIPPED,SKIPPED
SANTA FE 1001/2023-11-08 15-59-34 M 3_3_crop1.JPG,SKIPPED,SKIPPED,SKIPPED,SKIPPED,SKIPPED,SKIPPED,SKIPPED
SANTA FE 1001/2023-11-09 15-15-52 M 1_3_crop1.JPG,Iguana,Territorial_displaying,Shade,Grass,NA,Ground,False
SANTA FE 1001/2023-11-11 15-51-22 M 1_3_crop1.JPG,SKIPPED,SKIPPED,SKIPPED,SKIPPED,SKIPPED,SKIPPED,SKIPPED
SANTA FE 1001/2023-11-13 11-29-26 M 1_3_crop1.JPG,SKIPPED,SKIPPED,SKIPPED,SKIPPED,SKIPPED,SKIPPED,SKIPPED
SANTA FE 1001/2023-11-13 11-31-26 M 3_3_crop1.JPG,SKIPPED,SKIPPED,SKIPPED,SKIPPED,SKIPPED,SKIPPED,SKIPPED
SANTA FE 1001/2023-11-13 12-23-50 M 1_3_crop1.JPG,Iguana,Foraging,Sunlight,Grass,NA,Ground,False
SANTA FE 1001/2023-11-13 12-24-50 M 2_3_crop1.JPG,Iguana,Resting_ground,Shade,Grass,NA,Ground,False
SANTA FE 1001/2023-11-13 12-35-50 M 1_3_crop1.JPG,Iguana,Foraging,Shade,Woody,Trunk,Ground,False
SANTA FE 1001/2023-11-13 14-57-48 M 1_3_crop1.JPG,Iguana,Foraging,Shade,Grass,NA,Ground,False
SANTA FE 1001/2023-11-13 14-58-48 M 2_3_crop1.JPG,SKIPPED,SKIPPED,SKIPPED,SKIPPED,SKIPPED,SKIPPED,SKIPPED
SANTA FE 1001/2023-11-13 15-56-30 M 1_3_crop1.JPG,SKIPPED,SKIPPED,SKIPPED,SKIPPED,SKIPPED,SKIPPED,SKIPPED
SANTA FE 1001/2023-11-16 11-54-59 M 1_3_crop1.JPG,Iguana,Sleeping,Shade,Grass,NA,Ground,False
SANTA FE 1001/2023-11-16 12-14-16 M 1_3_crop1.JPG,SKIPPED,SKIPPED,SKIPPED,SKIPPED,SKIPPED,SKIPPED,SKIPPED
SANTA FE 1001/2023-11-16 12-15-16 M 2_3_crop1.JPG,SKIPPED,SKIPPED,SKIPPED,SKIPPED,SKIPPED,SKIPPED,SKIPPED
SANTA FE 1001/2023-11-17 15-51-38 M 1_3_crop1.JPG,SKIPPED,SKIPPED,SKIPPED,SKIPPED,SKIPPED,SKIPPED,SKIPPED
SANTA FE 1001/2023-11-18 10-38-56 M 1_3_crop1.JPG,Iguana,Foraging,Shade,Grass,NA,Ground,False
SANTA FE 1001/2023-11-18 10-39-56 M 2_3_crop1.JPG,SKIPPED,SKIPPED,SKIPPED,SKIPPED,SKIPPED,SKIPPED,SKIPPED
SANTA FE 1001/2023-11-18 11-03-11 M 1_3_crop1.JPG,Iguana,Resting_ground,Sunlight,Grass,NA,NA,False
SANTA FE 1001/2023-11-18 11-04-11 M 2_3_crop1.JPG,SKIPPED,SKIPPED,SKIPPED,SKIPPED,SKIPPED,SKIPPED,SKIPPED
SANTA FE 1001/2023-11-19 08-52-26 M 1_3_crop1.JPG,Iguana,Resting_ground,Sunlight,Grass,NA,Ground,False
SANTA FE 1001/2023-11-19 08-53-26 M 2_3_crop1.JPG,Iguana,Resting_elevated,Shade,Grass,NA,Ground,False
SANTA FE 1001/2023-11-19 08-54-26 M 3_3_crop1.JPG,SKIPPED,SKIPPED,SKIPPED,SKIPPED,SKIPPED,SKIPPED,SKIPPED
SANTA FE 1001/2023-11-19 09-13-58 M 3_3_crop1.JPG,SKIPPED,SKIPPED,SKIPPED,SKIPPED,SKIPPED,SKIPPED,SKIPPED
SANTA FE 1001/2023-11-20 09-50-24 M 1_3_crop1.JPG,SKIPPED,SKIPPED,SKIPPED,SKIPPED,SKIPPED,SKIPPED,SKIPPED
SANTA FE 1001/2023-11-20 09-51-24 M 2_3_crop1.JPG,SKIPPED,SKIPPED,SKIPPED,SKIPPED,SKIPPED,SKIPPED,SKIPPED
SANTA FE 1001/2023-11-20 09-52-24 M 3_3_crop1.JPG,SKIPPED,SKIPPED,SKIPPED,SKIPPED,SKIPPED,SKIPPED,SKIPPED
SANTA FE 1001/2023-11-20 15-25-02 M 1_3_crop1.JPG,Iguana,Foraging,Sunlight,Grass,NA,Ground,False
SANTA FE 1001/2023-11-20 15-26-02 M 2_3_crop1.JPG,SKIPPED,SKIPPED,SKIPPED,SKIPPED,SKIPPED,SKIPPED,SKIPPED
SANTA FE 1001/2023-11-20 15-27-02 M 3_3_crop1.JPG,SKIPPED,SKIPPED,SKIPPED,SKIPPED,SKIPPED,SKIPPED,SKIPPED
SANTA FE 1001/2023-11-21 08-08-42 M 1_3_crop1.JPG,SKIPPED,SKIPPED,SKIPPED,SKIPPED,SKIPPED,SKIPPED,SKIPPED
SANTA FE 1001/2023-11-22 06-11-34 M 1_3_crop1.JPG,SKIPPED,SKIPPED,SKIPPED,SKIPPED,SKIPPED,SKIPPED,SKIPPED
SANTA FE 1001/2023-11-22 06-12-34 M 2_3_crop1.JPG,SKIPPED,SKIPPED,SKIPPED,SKIPPED,SKIPPED,SKIPPED,SKIPPED
SANTA FE 1001/2023-11-22 06-13-34 M 3_3_crop1.JPG,SKIPPED,SKIPPED,SKIPPED,SKIPPED,SKIPPED,SKIPPED,SKIPPED
SANTA FE 1001/2023-11-22 11-36-46 M 1_3_crop1.JPG,SKIPPED,SKIPPED,SKIPPED,SKIPPED,SKIPPED,SKIPPED,SKIPPED
SANTA FE 1001/2023-11-23 09-46-38 M 1_3_crop1.JPG,SKIPPED,SKIPPED,SKIPPED,SKIPPED,SKIPPED,SKIPPED,SKIPPED
SANTA FE 1001/2023-11-23 10-07-16 M 1_3_crop1.JPG,Tortoise,Foraging,Shade,Grass,NA,Ground,False
SANTA FE 1001/2023-11-23 12-20-48 M 1_3_crop1.JPG,SKIPPED,SKIPPED,SKIPPED,SKIPPED,SKIPPED,SKIPPED,SKIPPED
SANTA FE 1001/2023-11-23 12-22-48 M 3_3_crop1.JPG,SKIPPED,SKIPPED,SKIPPED,SKIPPED,SKIPPED,SKIPPED,SKIPPED
SANTA FE 1001/2023-11-23 12-33-03 M 1_3_crop1.JPG,SKIPPED,SKIPPED,SKIPPED,SKIPPED,SKIPPED,SKIPPED,SKIPPED
SANTA FE 1001/2023-11-23 12-34-03 M 2_3_crop1.JPG,Iguana,Resting_ground,Sunlight,Grass,NA,Ground,False
SANTA FE 1001/2023-11-23 12-35-03 M 3_3_crop1.JPG,SKIPPED,SKIPPED,SKIPPED,SKIPPED,SKIPPED,SKIPPED,SKIPPED
SANTA FE 1001/2023-11-23 12-45-28 M 1_3_crop1.JPG,SKIPPED,SKIPPED,SKIPPED,SKIPPED,SKIPPED,SKIPPED,SKIPPED
SANTA FE 1001/2023-11-23 12-57-30 M 1_3_crop1.JPG,SKIPPED,SKIPPED,SKIPPED,SKIPPED,SKIPPED,SKIPPED,SKIPPED
SANTA FE 1001/2023-11-23 12-58-30 M 2_3_crop1.JPG,SKIPPED,SKIPPED,SKIPPED,SKIPPED,SKIPPED,SKIPPED,SKIPPED
SANTA FE 1001/2023-11-23 12-59-30 M 3_3_crop1.JPG,SKIPPED,SKIPPED,SKIPPED,SKIPPED,SKIPPED,SKIPPED,SKIPPED
SANTA FE 1001/2023-11-24 09-42-59 M 2_3_crop1.JPG,Tortoise,Foraging,Shade,Grass,NA,Ground,False
SANTA FE 1001/2023-11-24 10-21-08 M 1_3_crop1.JPG,SKIPPED,SKIPPED,SKIPPED,SKIPPED,SKIPPED,SKIPPED,SKIPPED
SANTA FE 1001/2023-11-24 10-22-08 M 2_3_crop1.JPG,SKIPPED,SKIPPED,SKIPPED,SKIPPED,SKIPPED,SKIPPED,SKIPPED
SANTA FE 1001/2023-11-24 10-23-08 M 3_3_crop1.JPG,SKIPPED,SKIPPED,SKIPPED,SKIPPED,SKIPPED,SKIPPED,SKIPPED
SANTA FE 1001/2023-11-24 10-35-09 M 3_3_crop1.JPG,Tortoise,Resting_elevated,Shade,Grass,NA,Ground,False
SANTA FE 1001/2023-11-24 10-58-31 M 2_3_crop1.JPG,Tortoise,Resting_ground,Shade,NA,NA,Ground,False
SANTA FE 1001/2023-11-24 10-59-31 M 3_3_crop1.JPG,Tortoise,Foraging,Shade,Grass,NA,Ground,False
SANTA FE 1001/2023-11-24 12-41-21 M 1_3_crop1.JPG,SKIPPED,SKIPPED,SKIPPED,SKIPPED,SKIPPED,SKIPPED,SKIPPED
SANTA FE 1001/2023-11-24 12-42-21 M 2_3_crop1.JPG,Iguana,Resting_elevated,Shade,Grass,NA,Ground,False
SANTA FE 1001/2023-11-24 12-43-21 M 3_3_crop1.JPG,Iguana,Resting_ground,Shade,Grass,NA,Ground,False
SANTA FE 1001/2023-11-24 13-23-56 M 3_3_crop1.JPG,Iguana,Resting_elevated,Sunlight,Grass,NA,Ground,False
SANTA FE 1001/2023-11-24 14-31-56 M 1_3_crop1.JPG,SKIPPED,SKIPPED,SKIPPED,SKIPPED,SKIPPED,SKIPPED,SKIPPED
SANTA FE 1001/2023-11-25 14-35-57 M 1_3_crop1.JPG,SKIPPED,SKIPPED,SKIPPED,SKIPPED,SKIPPED,SKIPPED,SKIPPED
SANTA FE 1001/2023-11-25 14-36-57 M 2_3_crop1.JPG,SKIPPED,SKIPPED,SKIPPED,SKIPPED,SKIPPED,SKIPPED,SKIPPED
SANTA FE 1001/2023-11-27 09-04-18 M 1_3_crop1.JPG,Iguana,Resting_ground,Shade,Grass,NA,Ground,False
SANTA FE 1001/2023-11-27 11-37-43 M 2_3_crop1.JPG,Iguana,Foraging,Shade,Woody,Trunk,Ground,False
SANTA FE 1001/2023-10-24 10-11-16 M 3_3_crop1.JPG,Iguana,Resting_elevated,Shade,Grass,NA,Ground,False
SANTA FE 1001/2023-11-30 11-41-42 M 1_3_crop1.JPG,Iguana,Resting_elevated,Shade,Grass,NA,Ground,False
SANTA FE 1001/2023-12-01 10-18-44 M 1_3_crop1.JPG,Iguana,Resting_elevated,Shade,Grass,NA,Ground,False
SANTA FE 1001/2023-12-01 11-59-38 M 3_3_crop1.JPG,Iguana,Resting_elevated,Shade,Grass,NA,Ground,False
SANTA FE 1001/2023-12-01 12-32-26 M 1_3_crop1.JPG,Iguana,Resting_elevated,Shade,Grass,NA,Ground,False
SANTA FE 1001/2023-12-01 12-33-26 M 2_3_crop1.JPG,Iguana,Resting_ground,Shade,Grass,NA,Ground,False
SANTA FE 1001/2023-12-01 12-34-26 M 3_3_crop1.JPG,Iguana,Resting_ground,Shade,Grass,NA,Ground,False
SANTA FE 1001/2023-12-01 12-47-12 M 2_3_crop1.JPG,Iguana,Resting_ground,Shade,Grass,NA,Ground,False
SANTA FE 1001/2023-12-01 12-48-12 M 3_3_crop1.JPG,SKIPPED,SKIPPED,SKIPPED,SKIPPED,SKIPPED,SKIPPED,SKIPPED
SANTA FE 1001/2023-12-01 12-58-27 M 1_3_crop1.JPG,Iguana,Resting_ground,Shade,Grass,NA,Ground,False
SANTA FE 1001/2023-12-01 12-59-27 M 2_3_crop1.JPG,Iguana,Resting_ground,Shade,Grass,NA,Ground,False
SANTA FE 1001/2023-12-01 13-00-27 M 3_3_crop1.JPG,Iguana,Resting_ground,Shade,Grass,NA,Ground,False
SANTA FE 1001/2023-12-01 13-40-58 M 1_3_crop1.JPG,Iguana,Foraging,Sunlight,Grass,NA,Ground,False
